date,time,latitude,longitude,elevation,heart_rate,cadence,temperature
2019-1-25,13:23:26,49.3925380,32.0727440,93.2,135,89,
2019-1-25,13:23:27,49.3925230,32.0727750,93.2,135,90,
2019-1-25,13:23:28,49.3925090,32.0728000,93.2,133,90,
2019-1-25,13:23:29,49.3924950,32.0728270,93.2,133,90,
2019-1-25,13:23:30,49.3924790,32.0728560,93.2,133,90,
2019-1-25,13:23:31,49.3924620,32.0728880,93.2,132,90,
2019-1-25,13:23:32,49.3924440,32.0729220,93.2,132,90,
2019-1-25,13:23:33,49.3924260,32.0729560,93.2,132,90,
2019-1-25,13:23:34,49.3924070,32.0729940,93.2,132,90,
2019-1-25,13:23:35,49.3923880,32.0730290,93.2,132,89,
2019-1-25,13:23:36,49.3923510,32.0731060,93.2,133,89,
2019-1-25,13:23:37,49.3923510,32.0731060,93.2,133,89,
2019-1-25,13:23:38,49.3923310,32.0731400,93.2,133,89,
2019-1-25,13:23:39,49.3923110,32.0731740,93.2,133,88,
2019-1-25,13:23:40,49.3922890,32.0732060,93.2,134,88,
2019-1-25,13:23:41,49.3922500,32.0732750,93.2,134,90,
2019-1-25,13:23:42,49.3922500,32.0732750,93.2,134,90,
2019-1-25,13:23:43,49.3922290,32.0733100,93.2,135,90,
2019-1-25,13:23:44,49.3922070,32.0733450,93.2,136,88,
2019-1-25,13:23:45,49.3921850,32.0733840,93.2,136,88,
2019-1-25,13:23:46,49.3921650,32.0734250,93.2,136,88,
2019-1-25,13:23:47,49.3921470,32.0734660,93.3,136,88,
2019-1-25,13:23:48,49.3921270,32.0735060,93.3,136,88,
2019-1-25,13:23:49,49.3921080,32.0735440,93.3,137,88,
2019-1-25,13:23:50,49.3920910,32.0735860,93.3,137,89,
2019-1-25,13:23:51,49.3920720,32.0736230,93.4,137,89,
2019-1-25,13:23:52,49.3920530,32.0736600,93.4,138,89,
2019-1-25,13:23:53,49.3920330,32.0736950,93.4,138,89,
2019-1-25,13:23:54,49.3920130,32.0737300,93.5,139,89,
2019-1-25,13:23:55,49.3919920,32.0737630,93.5,139,89,
2019-1-25,13:23:56,49.3919710,32.0737980,93.6,139,89,
2019-1-25,13:23:57,49.3919500,32.0738330,93.6,139,89,
2019-1-25,13:23:58,49.3919290,32.0738670,93.7,139,89,
2019-1-25,13:23:59,49.3919110,32.0738980,93.8,139,89,
2019-1-25,13:24:0,49.3918920,32.0739290,93.8,139,89,
2019-1-25,13:24:1,49.3918750,32.0739580,93.9,139,89,
2019-1-25,13:24:2,49.3918620,32.0739870,93.9,139,89,
2019-1-25,13:24:3,49.3918500,32.0740160,93.9,139,89,
2019-1-25,13:24:4,49.3918350,32.0740480,94.0,139,89,
2019-1-25,13:24:5,49.3918160,32.0740810,94.0,139,89,
2019-1-25,13:24:6,49.3917970,32.0741140,94.1,139,89,
2019-1-25,13:24:7,49.3917760,32.0741470,94.1,139,89,
2019-1-25,13:24:8,49.3917550,32.0741790,93.9,139,89,
2019-1-25,13:24:9,49.3917330,32.0742100,93.8,139,89,
2019-1-25,13:24:10,49.3917120,32.0742440,93.7,139,89,
2019-1-25,13:24:11,49.3916930,32.0742790,93.6,139,89,
2019-1-25,13:24:12,49.3916750,32.0743150,93.6,139,90,
2019-1-25,13:24:13,49.3916560,32.0743510,93.6,139,90,
2019-1-25,13:24:14,49.3916370,32.0743860,93.6,139,91,
2019-1-25,13:24:15,49.3916160,32.0744200,93.6,139,91,
2019-1-25,13:24:16,49.3915960,32.0744520,93.6,140,91,
2019-1-25,13:24:17,49.3915780,32.0744850,93.6,140,91,
2019-1-25,13:24:18,49.3915610,32.0745190,93.6,140,91,
2019-1-25,13:24:19,49.3915440,32.0745520,93.6,140,91,
2019-1-25,13:24:20,49.3915260,32.0745850,93.6,140,91,
2019-1-25,13:24:21,49.3915100,32.0746170,93.6,140,91,
2019-1-25,13:24:22,49.3914930,32.0746480,93.6,140,90,
2019-1-25,13:24:23,49.3914770,32.0746800,93.6,140,89,
2019-1-25,13:24:24,49.3914600,32.0747100,93.6,141,89,
2019-1-25,13:24:25,49.3914430,32.0747380,93.6,142,89,
2019-1-25,13:24:26,49.3914270,32.0747660,93.7,142,89,
2019-1-25,13:24:27,49.3914100,32.0747960,93.7,143,89,
2019-1-25,13:24:28,49.3913950,32.0748260,93.7,143,89,
2019-1-25,13:24:29,49.3913810,32.0748550,93.7,143,89,
2019-1-25,13:24:30,49.3913700,32.0748840,93.8,143,89,
2019-1-25,13:24:31,49.3913550,32.0749160,93.8,143,89,
2019-1-25,13:24:32,49.3913370,32.0749480,93.8,143,89,
2019-1-25,13:24:33,49.3913190,32.0749830,93.9,143,89,
2019-1-25,13:24:34,49.3913010,32.0750180,93.9,143,89,
2019-1-25,13:24:35,49.3912820,32.0750540,93.9,144,89,
2019-1-25,13:24:36,49.3912630,32.0750880,93.9,144,89,
2019-1-25,13:24:37,49.3912440,32.0751260,93.9,144,89,
2019-1-25,13:24:38,49.3912250,32.0751590,93.8,144,90,
2019-1-25,13:24:39,49.3912060,32.0751920,93.8,143,90,
2019-1-25,13:24:40,49.3911860,32.0752230,93.8,143,89,
2019-1-25,13:24:41,49.3911680,32.0752530,93.8,143,89,
2019-1-25,13:24:42,49.3911510,32.0752820,93.8,143,89,
2019-1-25,13:24:43,49.3911340,32.0753110,93.7,143,89,
2019-1-25,13:24:44,49.3911170,32.0753410,93.7,143,89,
2019-1-25,13:24:45,49.3911000,32.0753710,93.7,143,89,
2019-1-25,13:24:46,49.3910810,32.0754030,93.7,143,90,
2019-1-25,13:24:47,49.3910620,32.0754360,93.6,143,90,
2019-1-25,13:24:48,49.3910430,32.0754690,93.6,143,90,
2019-1-25,13:24:49,49.3910250,32.0755020,93.6,142,90,
2019-1-25,13:24:50,49.3910050,32.0755340,93.6,142,90,
2019-1-25,13:24:51,49.3909860,32.0755650,93.5,142,90,
2019-1-25,13:24:52,49.3909680,32.0755950,93.5,142,91,
2019-1-25,13:24:53,49.3909500,32.0756270,93.5,141,91,
2019-1-25,13:24:54,49.3909320,32.0756580,93.4,141,92,
2019-1-25,13:24:55,49.3909130,32.0756930,93.4,141,92,
2019-1-25,13:24:56,49.3908940,32.0757230,93.4,140,92,
2019-1-25,13:24:57,49.3908750,32.0757560,93.4,140,92,
2019-1-25,13:24:58,49.3908560,32.0757880,93.4,140,92,
2019-1-25,13:24:59,49.3908200,32.0758540,93.4,141,92,
2019-1-25,13:25:0,49.3908010,32.0758860,93.4,141,92,
2019-1-25,13:25:1,49.3907820,32.0759180,93.5,141,92,
2019-1-25,13:25:2,49.3907630,32.0759520,93.5,141,92,
2019-1-25,13:25:3,49.3907440,32.0759850,93.5,142,91,
2019-1-25,13:25:4,49.3907260,32.0760190,93.6,142,91,
2019-1-25,13:25:5,49.3907070,32.0760530,93.6,142,90,
2019-1-25,13:25:6,49.3906880,32.0760860,93.6,142,90,
2019-1-25,13:25:7,49.3906690,32.0761190,93.6,142,89,
2019-1-25,13:25:8,49.3906520,32.0761510,93.7,142,89,
2019-1-25,13:25:9,49.3906350,32.0761830,93.7,142,89,
2019-1-25,13:25:10,49.3906160,32.0762170,93.7,142,89,
2019-1-25,13:25:11,49.3905970,32.0762500,93.7,142,88,
2019-1-25,13:25:12,49.3905780,32.0762860,93.8,142,88,
2019-1-25,13:25:13,49.3905590,32.0763220,93.8,143,89,
2019-1-25,13:25:14,49.3905400,32.0763590,93.8,142,89,
2019-1-25,13:25:15,49.3905200,32.0763950,93.7,143,89,
2019-1-25,13:25:16,49.3905010,32.0764310,93.7,143,89,
2019-1-25,13:25:17,49.3904810,32.0764660,93.7,142,89,
2019-1-25,13:25:18,49.3904620,32.0764990,93.7,143,89,
2019-1-25,13:25:19,49.3904420,32.0765320,93.6,143,89,
2019-1-25,13:25:20,49.3904240,32.0765670,93.6,143,89,
2019-1-25,13:25:21,49.3904060,32.0766010,93.6,143,89,
2019-1-25,13:25:22,49.3903890,32.0766350,93.6,143,88,
2019-1-25,13:25:23,49.3903710,32.0766680,93.5,143,88,
2019-1-25,13:25:24,49.3903520,32.0767020,93.5,143,89,
2019-1-25,13:25:25,49.3903320,32.0767360,93.5,143,89,
2019-1-25,13:25:26,49.3903120,32.0767690,93.5,143,89,
2019-1-25,13:25:27,49.3902920,32.0768050,93.5,143,89,
2019-1-25,13:25:28,49.3902720,32.0768400,93.5,143,89,
2019-1-25,13:25:29,49.3902530,32.0768760,93.5,143,89,
2019-1-25,13:25:30,49.3902340,32.0769110,93.5,143,89,
2019-1-25,13:25:31,49.3902150,32.0769470,93.5,143,89,
2019-1-25,13:25:32,49.3901960,32.0769830,93.5,143,89,
2019-1-25,13:25:33,49.3901750,32.0770180,93.5,143,89,
2019-1-25,13:25:34,49.3901530,32.0770520,93.5,143,89,
2019-1-25,13:25:35,49.3901330,32.0770870,93.5,143,89,
2019-1-25,13:25:36,49.3901130,32.0771220,93.5,144,89,
2019-1-25,13:25:37,49.3900930,32.0771580,93.5,143,89,
2019-1-25,13:25:38,49.3900720,32.0771930,93.5,143,87,
2019-1-25,13:25:39,49.3900510,32.0772300,93.5,143,87,
2019-1-25,13:25:40,49.3900300,32.0772670,93.5,143,88,
2019-1-25,13:25:41,49.3900110,32.0773070,93.5,143,88,
2019-1-25,13:25:42,49.3899910,32.0773460,93.5,143,88,
2019-1-25,13:25:43,49.3899710,32.0773820,93.5,143,88,
2019-1-25,13:25:44,49.3899510,32.0774180,93.5,143,89,
2019-1-25,13:25:45,49.3899310,32.0774520,93.5,143,89,
2019-1-25,13:25:46,49.3899100,32.0774860,93.5,143,89,
2019-1-25,13:25:47,49.3898910,32.0775220,93.4,143,89,
2019-1-25,13:25:48,49.3898720,32.0775580,93.4,143,89,
2019-1-25,13:25:49,49.3898540,32.0775950,93.4,143,89,
2019-1-25,13:25:50,49.3898360,32.0776310,93.4,143,89,
2019-1-25,13:25:51,49.3898170,32.0776680,93.3,143,89,
2019-1-25,13:25:52,49.3897980,32.0777050,93.3,142,88,
2019-1-25,13:25:53,49.3897790,32.0777410,93.3,142,88,
2019-1-25,13:25:54,49.3897590,32.0777770,93.2,142,88,
2019-1-25,13:25:55,49.3897590,32.0777770,93.2,142,88,
2019-1-25,13:25:56,49.3897400,32.0778120,93.2,142,89,
2019-1-25,13:25:57,49.3897210,32.0778480,93.2,142,89,
2019-1-25,13:25:58,49.3896830,32.0779220,93.2,142,89,
2019-1-25,13:25:59,49.3896620,32.0779570,93.2,142,89,
2019-1-25,13:26:0,49.3896400,32.0779920,93.2,142,89,
2019-1-25,13:26:1,49.3896210,32.0780270,93.1,141,89,
2019-1-25,13:26:2,49.3896010,32.0780610,93.1,142,90,
2019-1-25,13:26:3,49.3895830,32.0780950,93.1,142,90,
2019-1-25,13:26:4,49.3895650,32.0781280,93.1,143,89,
2019-1-25,13:26:5,49.3895480,32.0781640,93.2,143,89,
2019-1-25,13:26:6,49.3895300,32.0781990,93.2,143,89,
2019-1-25,13:26:7,49.3895120,32.0782360,93.2,142,89,
2019-1-25,13:26:8,49.3894950,32.0782760,93.2,142,90,
2019-1-25,13:26:9,49.3894770,32.0783150,93.2,141,90,
2019-1-25,13:26:10,49.3894590,32.0783510,93.2,141,90,
2019-1-25,13:26:11,49.3894400,32.0783870,93.2,141,89,
2019-1-25,13:26:12,49.3894400,32.0783870,93.2,141,89,
2019-1-25,13:26:13,49.3894220,32.0784220,93.1,141,89,
2019-1-25,13:26:14,49.3894030,32.0784590,93.1,141,89,
2019-1-25,13:26:15,49.3893840,32.0784960,93.1,141,89,
2019-1-25,13:26:16,49.3893640,32.0785310,93.0,141,89,
2019-1-25,13:26:17,49.3893250,32.0786020,93.0,142,89,
2019-1-25,13:26:18,49.3893070,32.0786350,92.9,142,89,
2019-1-25,13:26:19,49.3892880,32.0786680,92.9,142,89,
2019-1-25,13:26:20,49.3892730,32.0786970,92.8,142,89,
2019-1-25,13:26:21,49.3892570,32.0787260,92.8,142,88,
2019-1-25,13:26:22,49.3892570,32.0787260,92.8,142,88,
2019-1-25,13:26:23,49.3892330,32.0787650,92.7,142,87,
2019-1-25,13:26:24,49.3892330,32.0787650,92.7,142,87,
2019-1-25,13:26:25,49.3892170,32.0787870,92.7,142,87,
2019-1-25,13:26:26,49.3892170,32.0787870,92.7,142,87,
2019-1-25,13:26:27,49.3892110,32.0787980,92.7,141,87,
2019-1-25,13:26:28,49.3892110,32.0787980,92.7,141,87,
2019-1-25,13:26:29,49.3892100,32.0787960,92.7,141,87,
2019-1-25,13:26:30,49.3892090,32.0787900,92.7,141,87,
2019-1-25,13:26:31,49.3892090,32.0787900,92.7,141,87,
2019-1-25,13:26:32,49.3892090,32.0787820,92.7,140,87,
2019-1-25,13:26:33,49.3892090,32.0787820,92.7,140,87,
2019-1-25,13:26:34,49.3892070,32.0787700,92.7,136,87,
2019-1-25,13:26:35,49.3892070,32.0787700,92.7,133,87,
2019-1-25,13:26:36,49.3892070,32.0787670,92.7,129,87,
2019-1-25,13:26:37,49.3892070,32.0787670,92.7,129,87,
2019-1-25,13:26:38,49.3891990,32.0787690,92.7,125,87,
2019-1-25,13:26:39,49.3891990,32.0787690,92.7,125,87,
2019-1-25,13:26:40,49.3891760,32.0788050,92.7,125,87,
2019-1-25,13:26:41,49.3891640,32.0788320,92.6,125,87,
2019-1-25,13:26:42,49.3891520,32.0788590,92.6,126,87,
2019-1-25,13:26:43,49.3891380,32.0788910,92.6,126,87,
2019-1-25,13:26:44,49.3891240,32.0789230,92.6,127,85,
2019-1-25,13:26:45,49.3891060,32.0789600,92.6,129,85,
2019-1-25,13:26:46,49.3890870,32.0789960,92.5,130,83,
2019-1-25,13:26:47,49.3890670,32.0790340,92.5,130,83,
2019-1-25,13:26:48,49.3890460,32.0790710,92.5,132,83,
2019-1-25,13:26:49,49.3890270,32.0791100,92.4,132,83,
2019-1-25,13:26:50,49.3890070,32.0791480,92.4,133,88,
2019-1-25,13:26:51,49.3889870,32.0791860,92.4,133,88,
2019-1-25,13:26:52,49.3889670,32.0792240,92.4,133,88,
2019-1-25,13:26:53,49.3889480,32.0792580,92.3,133,88,
2019-1-25,13:26:54,49.3889280,32.0792920,92.3,133,88,
2019-1-25,13:26:55,49.3889280,32.0792920,92.3,133,88,
2019-1-25,13:26:56,49.3889080,32.0793280,92.3,134,88,
2019-1-25,13:26:57,49.3888890,32.0793650,92.3,134,88,
2019-1-25,13:26:58,49.3888490,32.0794430,92.2,134,88,
2019-1-25,13:26:59,49.3888290,32.0794820,92.1,134,91,
2019-1-25,13:27:0,49.3888090,32.0795200,92.1,135,91,
2019-1-25,13:27:1,49.3887890,32.0795600,92.0,135,91,
2019-1-25,13:27:2,49.3887680,32.0796000,92.0,135,91,
2019-1-25,13:27:3,49.3887480,32.0796420,91.9,135,91,
2019-1-25,13:27:4,49.3887280,32.0796830,91.8,136,90,
2019-1-25,13:27:5,49.3887090,32.0797230,91.7,136,90,
2019-1-25,13:27:6,49.3886890,32.0797630,91.5,136,89,
2019-1-25,13:27:7,49.3886680,32.0798010,91.4,136,89,
2019-1-25,13:27:8,49.3886470,32.0798380,91.2,137,91,
2019-1-25,13:27:9,49.3886250,32.0798760,91.1,137,91,
2019-1-25,13:27:10,49.3886020,32.0799130,90.9,137,91,
2019-1-25,13:27:11,49.3885790,32.0799510,90.8,137,91,
2019-1-25,13:27:12,49.3885580,32.0799880,90.6,137,91,
2019-1-25,13:27:13,49.3885370,32.0800240,90.5,137,45,
2019-1-25,13:27:14,49.3885160,32.0800610,90.4,138,45,
2019-1-25,13:27:15,49.3884940,32.0800970,90.4,138,45,
2019-1-25,13:27:16,49.3884730,32.0801350,90.3,138,45,
2019-1-25,13:27:17,49.3884520,32.0801730,90.3,139,44,
2019-1-25,13:27:18,49.3884300,32.0802120,90.2,139,44,
2019-1-25,13:27:19,49.3884080,32.0802500,90.2,139,44,
2019-1-25,13:27:20,49.3883880,32.0802850,90.1,139,44,
2019-1-25,13:27:21,49.3883680,32.0803200,90.1,139,88,
2019-1-25,13:27:22,49.3883480,32.0803560,90.1,139,88,
2019-1-25,13:27:23,49.3883280,32.0803920,90.1,139,88,
2019-1-25,13:27:24,49.3883080,32.0804300,90.0,138,88,
2019-1-25,13:27:25,49.3882880,32.0804670,89.9,139,88,
2019-1-25,13:27:26,49.3882690,32.0805030,89.8,139,88,
2019-1-25,13:27:27,49.3882500,32.0805390,89.6,138,89,
2019-1-25,13:27:28,49.3882300,32.0805740,89.5,138,89,
2019-1-25,13:27:29,49.3882100,32.0806080,89.3,138,88,
2019-1-25,13:27:30,49.3881900,32.0806460,89.1,138,88,
2019-1-25,13:27:31,49.3881700,32.0806840,88.9,138,88,
2019-1-25,13:27:32,49.3881490,32.0807220,88.7,139,88,
2019-1-25,13:27:33,49.3881270,32.0807610,88.5,139,89,
2019-1-25,13:27:34,49.3881040,32.0807990,88.3,139,89,
2019-1-25,13:27:35,49.3880830,32.0808390,88.1,139,88,
2019-1-25,13:27:36,49.3880610,32.0808780,87.9,139,88,
2019-1-25,13:27:37,49.3880420,32.0809150,87.7,139,89,
2019-1-25,13:27:38,49.3880220,32.0809520,87.6,139,89,
2019-1-25,13:27:39,49.3880030,32.0809870,87.5,139,90,
2019-1-25,13:27:40,49.3879830,32.0810220,87.4,140,90,
2019-1-25,13:27:41,49.3879630,32.0810580,87.3,140,90,
2019-1-25,13:27:42,49.3879420,32.0810940,87.2,141,89,
2019-1-25,13:27:43,49.3879200,32.0811300,87.1,141,89,
2019-1-25,13:27:44,49.3878980,32.0811660,87.1,141,88,
2019-1-25,13:27:45,49.3878770,32.0812020,87.0,141,88,
2019-1-25,13:27:46,49.3878550,32.0812370,86.9,141,88,
2019-1-25,13:27:47,49.3878360,32.0812730,86.9,141,88,
2019-1-25,13:27:48,49.3878160,32.0813080,86.8,141,88,
2019-1-25,13:27:49,49.3877950,32.0813440,86.8,141,88,
2019-1-25,13:27:50,49.3877730,32.0813790,86.8,141,89,
2019-1-25,13:27:51,49.3877550,32.0814140,86.8,141,89,
2019-1-25,13:27:52,49.3877360,32.0814490,86.9,142,89,
2019-1-25,13:27:53,49.3877160,32.0814840,86.9,142,89,
2019-1-25,13:27:54,49.3876950,32.0815190,86.9,141,88,
2019-1-25,13:27:55,49.3876750,32.0815530,86.9,141,88,
2019-1-25,13:27:56,49.3876540,32.0815860,87.1,141,88,
2019-1-25,13:27:57,49.3876380,32.0816150,87.3,141,88,
2019-1-25,13:27:58,49.3876220,32.0816440,87.5,140,88,
2019-1-25,13:27:59,49.3876070,32.0816700,87.7,140,88,
2019-1-25,13:28:0,49.3875910,32.0816950,87.8,140,88,
2019-1-25,13:28:1,49.3875780,32.0817160,88.0,140,88,
2019-1-25,13:28:2,49.3875650,32.0817370,88.1,140,86,
2019-1-25,13:28:3,49.3875650,32.0817370,88.1,140,86,
2019-1-25,13:28:4,49.3875520,32.0817740,88.3,140,85,
2019-1-25,13:28:5,49.3875440,32.0818020,88.5,140,85,
2019-1-25,13:28:6,49.3875350,32.0818300,88.6,140,85,
2019-1-25,13:28:7,49.3875150,32.0818710,88.9,140,85,
2019-1-25,13:28:8,49.3874940,32.0819120,89.1,140,85,
2019-1-25,13:28:9,49.3874710,32.0819530,89.4,140,85,
2019-1-25,13:28:10,49.3874480,32.0819940,89.6,139,99,
2019-1-25,13:28:11,49.3874290,32.0820310,89.6,139,99,
2019-1-25,13:28:12,49.3874100,32.0820680,89.6,140,99,
2019-1-25,13:28:13,49.3873940,32.0820990,89.6,140,99,
2019-1-25,13:28:14,49.3873780,32.0821300,89.6,140,91,
2019-1-25,13:28:15,49.3873630,32.0821510,89.7,140,91,
2019-1-25,13:28:16,49.3873630,32.0821510,89.7,140,91,
2019-1-25,13:28:17,49.3873410,32.0821760,89.7,140,91,
2019-1-25,13:28:18,49.3873410,32.0821760,89.7,140,80,
2019-1-25,13:28:19,49.3873320,32.0822150,89.7,140,80,
2019-1-25,13:28:20,49.3873190,32.0822480,89.7,140,79,
2019-1-25,13:28:21,49.3873060,32.0822810,89.7,139,79,
2019-1-25,13:28:22,49.3872920,32.0823220,89.6,139,79,
2019-1-25,13:28:23,49.3872770,32.0823620,89.6,139,85,
2019-1-25,13:28:24,49.3872620,32.0824060,89.6,139,87,
2019-1-25,13:28:25,49.3872460,32.0824490,89.6,139,88,
2019-1-25,13:28:26,49.3872280,32.0824910,89.6,139,90,
2019-1-25,13:28:27,49.3872090,32.0825330,89.5,138,90,
2019-1-25,13:28:28,49.3871890,32.0825700,89.5,138,90,
2019-1-25,13:28:29,49.3871690,32.0826070,89.5,138,89,
2019-1-25,13:28:30,49.3871490,32.0826410,89.5,139,89,
2019-1-25,13:28:31,49.3871280,32.0826740,89.5,139,89,
2019-1-25,13:28:32,49.3871070,32.0827090,89.4,139,89,
2019-1-25,13:28:33,49.3870850,32.0827440,89.4,139,89,
2019-1-25,13:28:34,49.3870640,32.0827800,89.4,139,89,
2019-1-25,13:28:35,49.3870430,32.0828160,89.4,140,89,
2019-1-25,13:28:36,49.3870220,32.0828530,89.4,140,89,
2019-1-25,13:28:37,49.3870000,32.0828900,89.3,140,89,
2019-1-25,13:28:38,49.3869780,32.0829260,89.3,140,89,
2019-1-25,13:28:39,49.3869570,32.0829630,89.3,141,89,
2019-1-25,13:28:40,49.3869350,32.0830000,89.3,141,89,
2019-1-25,13:28:41,49.3869140,32.0830390,89.3,141,89,
2019-1-25,13:28:42,49.3868920,32.0830770,89.2,141,89,
2019-1-25,13:28:43,49.3868730,32.0831140,89.2,141,89,
2019-1-25,13:28:44,49.3868540,32.0831500,89.2,141,88,
2019-1-25,13:28:45,49.3868320,32.0831790,89.2,141,88,
2019-1-25,13:28:46,49.3868100,32.0832070,89.2,141,88,
2019-1-25,13:28:47,49.3867830,32.0832330,89.1,141,88,
2019-1-25,13:28:48,49.3867550,32.0832580,89.1,141,88,
2019-1-25,13:28:49,49.3867290,32.0832870,89.1,141,88,
2019-1-25,13:28:50,49.3867030,32.0833150,89.1,141,88,
2019-1-25,13:28:51,49.3866800,32.0833510,89.1,141,88,
2019-1-25,13:28:52,49.3866570,32.0833860,89.1,141,87,
2019-1-25,13:28:53,49.3866370,32.0834240,89.0,141,87,
2019-1-25,13:28:54,49.3866160,32.0834610,89.0,140,89,
2019-1-25,13:28:55,49.3866160,32.0834610,89.0,140,89,
2019-1-25,13:28:56,49.3865960,32.0835010,89.0,139,89,
2019-1-25,13:28:57,49.3865540,32.0835770,89.0,139,89,
2019-1-25,13:28:58,49.3865350,32.0836140,89.0,139,89,
2019-1-25,13:28:59,49.3865150,32.0836510,89.0,139,89,
2019-1-25,13:29:0,49.3864950,32.0836880,89.0,139,89,
2019-1-25,13:29:1,49.3864750,32.0837240,89.0,139,44,
2019-1-25,13:29:2,49.3864540,32.0837620,89.0,140,44,
2019-1-25,13:29:3,49.3864330,32.0837990,89.0,140,44,
2019-1-25,13:29:4,49.3864110,32.0838360,89.0,140,44,
2019-1-25,13:29:5,49.3863890,32.0838730,89.0,140,44,
2019-1-25,13:29:6,49.3863670,32.0839100,88.9,141,89,
2019-1-25,13:29:7,49.3863450,32.0839470,88.9,141,89,
2019-1-25,13:29:8,49.3863250,32.0839800,88.9,141,89,
2019-1-25,13:29:9,49.3863050,32.0840120,88.9,141,89,
2019-1-25,13:29:10,49.3862890,32.0840410,88.9,142,89,
2019-1-25,13:29:11,49.3862720,32.0840700,88.9,141,90,
2019-1-25,13:29:12,49.3862560,32.0841030,88.9,141,90,
2019-1-25,13:29:13,49.3862390,32.0841360,88.9,141,90,
2019-1-25,13:29:14,49.3862210,32.0841720,88.8,141,92,
2019-1-25,13:29:15,49.3862030,32.0842080,88.8,141,92,
2019-1-25,13:29:16,49.3861830,32.0842450,88.8,141,92,
2019-1-25,13:29:17,49.3861630,32.0842810,88.8,140,92,
2019-1-25,13:29:18,49.3861430,32.0843180,88.8,140,92,
2019-1-25,13:29:19,49.3861230,32.0843540,88.8,140,91,
2019-1-25,13:29:20,49.3861030,32.0843900,88.8,140,90,
2019-1-25,13:29:21,49.3860830,32.0844260,88.8,140,90,
2019-1-25,13:29:22,49.3860620,32.0844620,88.8,140,89,
2019-1-25,13:29:23,49.3860410,32.0844970,88.8,140,89,
2019-1-25,13:29:24,49.3860210,32.0845340,88.8,140,89,
2019-1-25,13:29:25,49.3860000,32.0845700,88.7,140,89,
2019-1-25,13:29:26,49.3859790,32.0846080,88.7,141,89,
2019-1-25,13:29:27,49.3859570,32.0846460,88.7,141,89,
2019-1-25,13:29:28,49.3859380,32.0846840,88.7,141,89,
2019-1-25,13:29:29,49.3859180,32.0847220,88.7,141,89,
2019-1-25,13:29:30,49.3858990,32.0847600,88.7,142,89,
2019-1-25,13:29:31,49.3858790,32.0847970,88.6,142,89,
2019-1-25,13:29:32,49.3858590,32.0848340,88.6,142,89,
2019-1-25,13:29:33,49.3858380,32.0848700,88.6,142,89,
2019-1-25,13:29:34,49.3858170,32.0849080,88.6,142,89,
2019-1-25,13:29:35,49.3857960,32.0849450,88.6,142,88,
2019-1-25,13:29:36,49.3857740,32.0849830,88.6,143,88,
2019-1-25,13:29:37,49.3857520,32.0850210,88.5,143,89,
2019-1-25,13:29:38,49.3857300,32.0850580,88.5,143,89,
2019-1-25,13:29:39,49.3857080,32.0850950,88.5,143,88,
2019-1-25,13:29:40,49.3856860,32.0851330,88.5,144,88,
2019-1-25,13:29:41,49.3856660,32.0851710,88.5,144,88,
2019-1-25,13:29:42,49.3856450,32.0852090,88.5,144,89,
2019-1-25,13:29:43,49.3856260,32.0852460,88.5,144,89,
2019-1-25,13:29:44,49.3856060,32.0852830,88.4,145,89,
2019-1-25,13:29:45,49.3855850,32.0853210,88.4,145,89,
2019-1-25,13:29:46,49.3855640,32.0853590,88.4,146,89,
2019-1-25,13:29:47,49.3855440,32.0853960,88.4,146,89,
2019-1-25,13:29:48,49.3855240,32.0854320,88.4,146,89,
2019-1-25,13:29:49,49.3855050,32.0854690,88.4,146,89,
2019-1-25,13:29:50,49.3854850,32.0855060,88.4,146,90,
2019-1-25,13:29:51,49.3854680,32.0855460,88.4,146,91,
2019-1-25,13:29:52,49.3854510,32.0855850,88.4,146,91,
2019-1-25,13:29:53,49.3854320,32.0856260,88.4,146,91,
2019-1-25,13:29:54,49.3854130,32.0856660,88.4,146,90,
2019-1-25,13:29:55,49.3854130,32.0856660,88.4,146,90,
2019-1-25,13:29:56,49.3853930,32.0857020,88.4,146,90,
2019-1-25,13:29:57,49.3853720,32.0857400,88.4,145,90,
2019-1-25,13:29:58,49.3853520,32.0857780,88.4,145,90,
2019-1-25,13:29:59,49.3853030,32.0858560,88.3,145,90,
2019-1-25,13:30:0,49.3853030,32.0858560,88.3,145,90,
2019-1-25,13:30:1,49.3852800,32.0858950,88.1,145,89,
2019-1-25,13:30:2,49.3852520,32.0859360,88.0,145,89,
2019-1-25,13:30:3,49.3852240,32.0859790,87.9,145,89,
2019-1-25,13:30:4,49.3852000,32.0860240,87.7,145,89,
2019-1-25,13:30:5,49.3851740,32.0860690,87.6,145,97,
2019-1-25,13:30:6,49.3851480,32.0861120,87.6,145,98,
2019-1-25,13:30:7,49.3851230,32.0861560,87.5,146,98,
2019-1-25,13:30:8,49.3850970,32.0862010,87.5,146,98,
2019-1-25,13:30:9,49.3850720,32.0862460,87.4,146,98,
2019-1-25,13:30:10,49.3850460,32.0862890,87.4,147,98,
2019-1-25,13:30:11,49.3850210,32.0863310,87.4,147,95,
2019-1-25,13:30:12,49.3849950,32.0863740,87.4,148,95,
2019-1-25,13:30:13,49.3849710,32.0864190,87.4,148,94,
2019-1-25,13:30:14,49.3849460,32.0864620,87.4,149,94,
2019-1-25,13:30:15,49.3849200,32.0865060,87.4,149,94,
