,data_time,latitude,longitude,elevation,heart_rate,cadence,temperature,speed,distance_2d,distance_3d,distance_points_2d,uphill_gain,downhill_loss,grade,slope,slope_points,summary,icon,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone
0,2019-01-27 13:10:00,49.40974,32.099832,85.8,85,0.0,,6.543,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
1,2019-01-27 13:10:00,49.409756,32.099837,85.8,85,0.0,,7.27,1.8,1.8,1.82,0.0,0.0,1.0,1.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
2,2019-01-27 13:10:01,49.409773,32.099853,85.9,85,81.0,,4.985,5.8,5.8,2.22,0.1,0.0,1.0,1.2,4.5,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
3,2019-01-27 13:10:02,49.40977,32.099859,85.9,86,81.0,,6.445,9.7,9.7,0.55,0.1,0.0,0.9,1.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
4,2019-01-27 13:10:03,49.409789,32.099889000000005,85.9,86,81.0,,9.286,16.5,16.5,3.03,0.1,0.0,0.9,1.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
5,2019-01-27 13:10:04,49.4098,32.099913,85.9,86,81.0,,7.57,25.4,25.4,2.13,0.1,0.0,0.9,1.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
6,2019-01-27 13:10:05,49.409812,32.099934999999995,85.9,86,80.0,,8.783,36.3,36.3,2.08,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
7,2019-01-27 13:10:06,49.40983,32.099962,85.9,86,80.0,,9.729,50.1,50.1,2.8,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
8,2019-01-27 13:10:07,49.409849,32.099983,85.9,86,82.0,,9.379,66.4,66.4,2.61,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
9,2019-01-27 13:10:08,49.409867999999996,32.100004,85.9,86,82.0,,9.218,85.4,85.4,2.61,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
10,2019-01-27 13:10:09,49.409886,32.100025,85.9,87,83.0,,9.303,106.8,106.8,2.52,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
11,2019-01-27 13:10:10,49.409904,32.100049,85.9,88,83.0,,9.165,130.9,130.9,2.65,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
12,2019-01-27 13:10:11,49.40992,32.100072,85.9,88,84.0,,8.695,157.4,157.4,2.44,0.1,0.0,0.9,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
13,2019-01-27 13:10:12,49.409936,32.100094,86.0,91,84.0,,8.644,186.3,186.3,2.39,0.2,0.0,0.9,1.0,4.2,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
14,2019-01-27 13:10:13,49.409951,32.100118,86.0,93,84.0,,8.792,217.6,217.7,2.41,0.2,0.0,1.0,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
15,2019-01-27 13:10:14,49.409968,32.10014,86.0,97,84.0,,9.142,251.4,251.4,2.47,0.2,0.0,1.3,1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
16,2019-01-27 13:10:15,49.409987,32.100161,86.0,100,85.0,,9.456,287.8,287.8,2.61,0.2,0.0,1.4,0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
17,2019-01-27 13:10:16,49.410006,32.100183,86.0,104,85.0,,10.026,326.8,326.9,2.65,0.2,0.0,1.5,0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
18,2019-01-27 13:10:17,49.410028000000004,32.100204999999995,86.0,107,85.0,,10.742,368.8,368.8,2.92,0.2,0.0,1.6,0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
19,2019-01-27 13:10:18,49.41005,32.100229999999996,86.0,108,86.0,,10.805,413.7,413.7,3.05,0.2,0.0,1.6,0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
20,2019-01-27 13:10:19,49.410071,32.100255,86.0,109,86.0,,10.669,461.7,461.7,2.96,0.2,0.0,1.8,0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
21,2019-01-27 13:10:20,49.410090999999994,32.100282,86.2,110,86.0,,10.155,512.5,512.6,2.96,0.4,0.0,1.6,0.8,6.8,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
22,2019-01-27 13:10:21,49.410108,32.100308,86.3,111,86.0,,10.224,566.1,566.1,2.67,0.5,0.0,1.5,0.6,3.7,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
23,2019-01-27 13:10:22,49.410129,32.100334000000004,86.5,111,86.0,,10.585,622.6,622.6,3.0,0.7,0.0,1.1,0.5,6.7,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
24,2019-01-27 13:10:23,49.41015,32.100357,86.6,112,86.0,,10.431,682.0,682.1,2.87,0.8,0.0,1.0,0.4,3.5,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
25,2019-01-27 13:10:24,49.41017,32.100383,86.8,112,86.0,,10.513,744.4,744.4,2.92,1.0,0.0,0.8,0.1,6.8,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
26,2019-01-27 13:10:25,49.41019,32.100409,86.9,112,87.0,,10.499,809.6,809.6,2.92,1.1,0.0,0.7,-0.3,3.4,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
27,2019-01-27 13:10:26,49.410211,32.100433,87.0,114,87.0,,10.578,877.7,877.8,2.91,1.2,0.0,0.5,-0.5,3.4,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
28,2019-01-27 13:10:27,49.410233000000005,32.100456,87.0,114,87.0,,10.663,948.8,948.9,2.96,1.2,0.0,0.4,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
29,2019-01-27 13:10:28,49.410255,32.100479,87.0,114,86.0,,10.453,1022.9,1023.0,2.96,1.2,0.0,0.4,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
30,2019-01-27 13:10:29,49.410277,32.100499,87.0,115,86.0,,10.214,1099.7,1099.8,2.85,1.2,0.0,0.4,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
31,2019-01-27 13:10:30,49.410298,32.100521,87.0,115,85.0,,10.258,1179.4,1179.5,2.83,1.2,0.0,0.4,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
32,2019-01-27 13:10:31,49.410318,32.100546,87.0,116,85.0,,10.205,1262.0,1262.1,2.87,1.2,0.0,0.4,-0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
33,2019-01-27 13:10:32,49.410336,32.100573,87.0,116,85.0,,9.815,1347.3,1347.4,2.8,1.2,0.0,0.3,-0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
34,2019-01-27 13:10:33,49.410354,32.100597,87.0,117,85.0,,9.379,1435.3,1435.4,2.65,1.2,0.0,0.3,-0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
35,2019-01-27 13:10:34,49.410368,32.100625,87.0,117,85.0,,8.793,1525.8,1525.9,2.56,1.2,0.0,0.3,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
36,2019-01-27 13:10:35,49.410377000000004,32.100654,87.0,117,86.0,,7.861,1618.4,1618.5,2.33,1.2,0.0,0.3,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
37,2019-01-27 13:10:36,49.410375,32.100682,87.0,117,86.0,,8.264,1712.1,1712.2,2.04,1.2,0.0,0.3,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
38,2019-01-27 13:10:37,49.410362,32.100711,87.0,118,86.0,,10.194,1806.2,1806.3,2.55,1.2,0.0,0.3,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
39,2019-01-27 13:10:38,49.410342,32.100741,87.1,118,85.0,,11.671,1900.1,1900.3,3.11,1.3,0.0,0.2,-1.0,3.2,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
40,2019-01-27 13:10:39,49.410319,32.100771,87.4,119,84.0,,12.049,1993.8,1994.0,3.36,1.6,0.0,-0.1,-1.1,8.9,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
41,2019-01-27 13:10:40,49.410297,32.100802,87.4,121,84.0,,11.826,2087.5,2087.7,3.32,1.6,0.0,-0.1,-1.3,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
42,2019-01-27 13:10:41,49.410278000000005,32.100836,87.5,121,84.0,,11.333,2181.7,2181.9,3.25,1.7,0.0,-0.2,-1.3,3.1,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
43,2019-01-27 13:10:42,49.410261,32.100869,87.5,121,84.0,,11.331,2276.6,2276.8,3.05,1.7,0.0,-0.2,-1.4,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
44,2019-01-27 13:10:43,49.410242,32.100903,87.5,122,86.0,,11.361,2372.2,2372.4,3.25,1.7,0.0,-0.2,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
45,2019-01-27 13:10:44,49.410224,32.100935,87.6,123,87.0,,11.263,2468.6,2468.8,3.06,1.8,0.0,-0.3,-1.5,3.3,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
46,2019-01-27 13:10:45,49.410205,32.100968,87.6,123,87.0,,11.49,2565.8,2566.0,3.19,1.8,0.0,-0.4,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
47,2019-01-27 13:10:46,49.410185999999996,32.101001000000004,87.6,124,86.0,,11.396,2663.9,2664.2,3.19,1.8,0.0,-0.4,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
48,2019-01-27 13:10:47,49.410167,32.101033,87.5,127,86.0,,11.781,2763.1,2763.4,3.14,1.8,0.1,-0.3,-1.5,-3.2,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
49,2019-01-27 13:10:48,49.410144,32.101064,87.5,126,86.0,,11.404,2863.0,2863.3,3.41,1.8,0.1,-0.6,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
50,2019-01-27 13:10:49,49.410125,32.101092,87.5,127,86.0,,11.235,2963.8,2964.1,2.93,1.8,0.1,-0.9,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
51,2019-01-27 13:10:50,49.410102,32.101121,87.5,128,86.0,,11.685,3065.5,3065.8,3.31,1.8,0.1,-1.1,-1.5,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
52,2019-01-27 13:10:51,49.41008,32.101149,87.5,130,86.0,,11.435,3168.1,3168.5,3.18,1.8,0.1,-1.3,-1.4,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
53,2019-01-27 13:10:52,49.410055,32.10117,87.4,130,86.0,,11.835,3271.2,3271.5,3.17,1.8,0.2,-1.3,-1.4,-3.2,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
54,2019-01-27 13:10:53,49.410028000000004,32.101192,87.4,132,86.0,,12.065,3374.8,3375.2,3.4,1.8,0.2,-1.3,-1.4,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
55,2019-01-27 13:10:54,49.41,32.101207,87.4,132,90.0,,11.507,3478.5,3478.9,3.3,1.8,0.2,-1.2,-1.4,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
56,2019-01-27 13:10:55,49.409973,32.101217,87.4,132,90.0,,10.418,3582.1,3582.5,3.09,1.8,0.2,-1.3,-1.3,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
57,2019-01-27 13:10:56,49.409953,32.101238,87.4,132,88.0,,10.02,3686.7,3687.1,2.7,1.8,0.2,-1.3,-1.3,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
58,2019-01-27 13:10:57,49.409932,32.101261,87.4,132,88.0,,9.928,3792.3,3792.8,2.87,1.8,0.2,-1.3,-1.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
59,2019-01-27 13:10:58,49.409915999999996,32.101288000000004,87.4,133,88.0,,9.903,3899.6,3900.0,2.65,1.8,0.2,-1.3,-1.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
60,2019-01-27 13:10:59,49.409901,32.10132,87.4,133,83.0,,10.403,4008.9,4009.3,2.86,1.8,0.2,-1.3,-1.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
61,2019-01-27 13:11:00,49.409884999999996,32.101352,87.4,133,83.0,,10.51,4120.1,4120.6,2.92,1.8,0.2,-1.4,-1.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
62,2019-01-27 13:11:01,49.40987,32.101385,87.4,134,83.0,,9.951,4233.5,4234.0,2.92,1.8,0.2,-1.4,-1.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
63,2019-01-27 13:11:02,49.409858,32.101416,87.4,135,83.0,,9.844,4349.0,4349.5,2.61,1.8,0.2,-1.4,-1.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
64,2019-01-27 13:11:03,49.409845000000004,32.10145,87.4,135,84.0,,10.608,4466.8,4467.3,2.86,1.8,0.2,-1.5,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
65,2019-01-27 13:11:04,49.40983,32.101485,87.3,135,84.0,,10.185,4586.9,4587.4,3.04,1.8,0.3,-1.4,-1.0,-3.3,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
66,2019-01-27 13:11:05,49.409819,32.101517,87.3,136,84.0,,9.534,4709.3,4709.8,2.62,1.8,0.3,-1.4,-1.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
67,2019-01-27 13:11:06,49.409807,32.101549,87.3,137,84.0,,9.843,4833.9,4834.4,2.68,1.8,0.3,-1.4,-0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
68,2019-01-27 13:11:07,49.409793,32.101581,87.3,138,84.0,,10.501,4960.7,4961.2,2.79,1.8,0.3,-1.5,-0.9,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
69,2019-01-27 13:11:08,49.409777000000005,32.101615,87.2,138,85.0,,10.829,5089.9,5090.4,3.04,1.8,0.4,-1.4,-0.9,-3.3,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
70,2019-01-27 13:11:09,49.409762,32.101649,87.2,139,85.0,,10.829,5221.5,5222.1,2.98,1.8,0.4,-1.4,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
71,2019-01-27 13:11:10,49.409746000000005,32.101683,87.1,138,84.0,,11.393,5355.6,5356.2,3.04,1.8,0.5,-1.3,-0.8,-3.3,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
72,2019-01-27 13:11:11,49.409728,32.101719,87.1,138,84.0,,11.662,5492.3,5492.8,3.29,1.8,0.5,-1.3,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
73,2019-01-27 13:11:12,49.409715999999996,32.101759,87.1,138,84.0,,12.605,5631.9,5632.4,3.19,1.8,0.5,-1.3,-0.8,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
74,2019-01-27 13:11:13,49.409701,32.101805999999996,86.7,139,84.0,,13.988,5774.9,5775.5,3.79,1.8,0.9,-1.1,-0.8,-10.6,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
75,2019-01-27 13:11:14,49.409681,32.101851,86.4,140,84.0,,14.157,5921.3,5921.9,3.95,1.8,1.2,-0.9,-0.6,-7.6,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
76,2019-01-27 13:11:15,49.409664,32.101898,86.1,140,84.0,,14.265,6071.2,6071.7,3.89,1.8,1.5,-0.6,-0.4,-7.7,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
77,2019-01-27 13:11:16,49.409644,32.101944,85.8,140,84.0,,15.251,6224.5,6225.1,4.01,1.8,1.8,-0.4,-0.3,-7.5,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
78,2019-01-27 13:11:17,49.409619,32.101991999999996,85.7,140,84.0,,15.344,6381.6,6382.1,4.45,1.8,1.9,-0.3,-0.1,-2.2,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
79,2019-01-27 13:11:18,49.409597999999995,32.102038,85.7,140,84.0,,13.555,6542.1,6542.7,4.07,1.8,1.9,-0.3,-0.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
80,2019-01-27 13:11:19,49.409581,32.102078000000006,85.7,140,84.0,,12.031,6705.7,6706.3,3.46,1.8,1.9,-0.2,-0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
81,2019-01-27 13:11:20,49.409564,32.102114,85.6,140,85.0,,11.682,6872.2,6872.8,3.22,1.8,2.0,-0.2,-0.1,-3.1,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
82,2019-01-27 13:11:21,49.409544,32.102146999999995,85.6,140,85.0,,11.759,7041.3,7041.8,3.27,1.8,2.0,-0.1,-0.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
83,2019-01-27 13:11:22,49.409524,32.10218,85.6,140,85.0,,11.627,7213.0,7213.6,3.27,1.8,2.0,-0.1,-0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
84,2019-01-27 13:11:23,49.409503,32.10221,85.5,140,85.0,,11.673,7387.3,7387.8,3.19,1.8,2.1,0.1,-0.2,-3.1,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
85,2019-01-27 13:11:24,49.409482000000004,32.102242,85.5,140,85.0,,11.808,7564.2,7564.8,3.29,1.8,2.1,0.1,-0.2,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
86,2019-01-27 13:11:25,49.409462,32.102275,85.4,140,85.0,,11.497,7743.8,7744.4,3.27,1.8,2.2,0.2,-0.2,-3.1,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
87,2019-01-27 13:11:26,49.409444,32.102308,85.4,140,85.0,,11.194,7926.2,7926.7,3.12,1.8,2.2,0.2,-0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
88,2019-01-27 13:11:27,49.40943,32.102345,85.4,141,85.0,,10.613,8111.4,8112.0,3.1,1.8,2.2,0.3,-0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
89,2019-01-27 13:11:28,49.409417,32.102378,85.3,142,85.0,,10.1,8299.3,8299.9,2.79,1.8,2.3,0.4,-0.1,-3.6,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
90,2019-01-27 13:11:29,49.409406,32.102413,85.3,142,85.0,,10.254,8489.9,8490.5,2.82,1.8,2.3,0.4,-0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
91,2019-01-27 13:11:30,49.409389000000004,32.102443,85.3,142,85.0,,10.345,8683.0,8683.6,2.88,1.8,2.3,0.5,0.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
92,2019-01-27 13:11:31,49.409372999999995,32.102474,85.3,142,85.0,,10.189,8878.7,8879.2,2.87,1.8,2.3,0.5,0.0,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
93,2019-01-27 13:11:32,49.409359,32.102506,85.2,143,85.0,,10.067,9076.9,9077.5,2.79,1.8,2.4,0.5,0.0,-3.6,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
94,2019-01-27 13:11:33,49.409344,32.102537,85.2,144,85.0,,10.168,9277.8,9278.3,2.8,1.8,2.4,0.5,0.1,0.0,Overcast,cloudy,0.033,0.08,0.048,snow,-6.08,-12.93,-8.4,0.84,1005,5.61,8.22,314,1,0,16.09,403.83
